group,tag,shows,title_en,title_zh_hant,cn_annot_hant,title_zh_hans,cn_annot_hans,title_en_ok,title_hant_ok,title_hans_ok,title_hant_src,title_hans_src,syn_en,syn_hant,syn_hans
灯塔,中國原創,1,灯塔,燈塔,,灯塔,,0,1,1,原生中文,原生中文,0,0,0
無聲の海腳間仔,台灣原創,1,The Silent Fishermen's dwellings,無聲の海腳間仔,,无声の海脚间仔,,1,0,0,—,—,1,1,1
爬上頂樓看月亮,台灣原創,1,A Full Moon Left Behind A New Musical,爬上頂樓看月亮,,爬上顶楼看月亮,,1,1,1,原生中文,原生中文,1,1,1
爱丽丝奇境之旅,中國原創,1,爱丽丝奇境之旅,愛麗絲奇境之旅,,爱丽丝奇境之旅,,0,1,1,原生中文,原生中文,0,0,0
爱因斯坦 时间相对论,德奧音樂劇,1,爱因斯坦 时间相对论,愛因斯坦 時間相對論,愛因斯坦：時間相對論,爱因斯坦 时间相对论,爱因斯坦：时间相对论,0,1,1,官方譯名表,官方譯名表,1,1,1
牡丹亭,中國原創,1,牡丹亭,牡丹亭,,牡丹亭,,0,1,1,原生中文,原生中文,0,0,0
狂炎奏鸣曲,韓國原創,1,狂炎奏鸣曲,狂炎奏鳴曲,,狂炎奏鸣曲,,0,1,1,原生中文,原生中文,1,1,1
狂飙,中國原創,1,狂飙,狂飆,,狂飙,,0,1,1,原生中文,原生中文,0,0,0
狐说臣与仙,中國原創,1,狐说臣与仙,狐說臣與仙,,狐说臣与仙,,0,1,1,原生中文,原生中文,0,0,0
玉良,中國原創,1,玉良,玉良,,玉良,,0,1,1,原生中文,原生中文,0,0,0
玩偶,中國原創,1,玩偶,玩偶,,玩偶,,0,1,1,原生中文,原生中文,0,0,0
生命最美好的5分鍾,台灣原創,1,"2026 MBAF, The Most Beatiful 5 Minutes in My Life",生命最美好的5分鍾,,生命最美好的5分钟,,1,1,1,原生中文,原生中文,1,1,1
男孩 鼹鼠 狐狸和马,中國原創,2,男孩、鼹鼠、狐狸和马,男孩、鼴鼠、狐狸和馬,,男孩、鼹鼠、狐狸和马,,0,1,1,原生中文,原生中文,0,0,0
画中人,中國原創,1,画中人,畫中人,,画中人,,0,1,1,原生中文,原生中文,0,0,0
當亞斯遇見人魚,台灣原創,1,Meet,當亞斯遇見人魚,,当亚斯遇见人鱼,,1,1,1,原生中文,原生中文,1,1,1
白爪草,日本原創,1,白爪草,白爪草,,白爪草,,0,1,1,原生中文,原生中文,1,1,1
破墙,中國原創,6,破墙,破牆,,破墙,,0,1,1,原生中文,原生中文,0,0,0
神明便利商店,台灣原創,1,God's CVS The Musical,神明便利商店,,神明便利商店,,1,1,1,原生中文,原生中文,1,1,1
空中花园谋杀案,中國原創,3,空中花园谋杀案,空中花園謀殺案,,空中花园谋杀案,,0,1,1,原生中文,原生中文,0,0,0
納爾齊斯與歌爾德蒙,韓國原創,2,納爾齊斯與歌爾德蒙,納爾齊斯與歌爾德蒙,,纳尔齐斯与歌尔德蒙,,0,1,1,原生中文,原生中文,1,1,1
红莲,韓國原創,8,红莲,紅蓮,,红莲,,0,1,1,原生中文,原生中文,1,1,1
羊角尖,中國原創,1,羊角尖,羊角尖,,羊角尖,,0,1,1,原生中文,原生中文,0,0,0
老男孩,台灣原創,3,The OB Idol,老男孩,,老男孩,,1,1,1,原生中文,原生中文,1,1,1
花木兰,中國原創,1,花木兰,花木蘭,,花木兰,,0,1,1,原生中文,原生中文,0,0,0
茶花女,法式音樂劇,6,茶花女,茶花女,,茶花女,,0,1,1,原生中文,原生中文,1,1,1
荒原,中國原創,1,荒原,荒原,,荒原,,0,1,1,原生中文,原生中文,0,0,0
莫比乌斯,中國原創,1,莫比乌斯,莫比烏斯,,莫比乌斯,,0,1,1,原生中文,原生中文,0,0,0
莫里哀,法式音樂劇,2,莫里哀,莫里哀,,莫里哀,,0,1,1,原生中文,原生中文,1,1,1
蓝关雪,中國原創,1,蓝关雪,藍關雪,,蓝关雪,,0,1,1,原生中文,原生中文,0,0,0
蕾娜絲的修理小舖,台灣原創,1,蕾娜絲的修理小舖,蕾娜絲的修理小舖,,蕾娜丝的修理小舖,,0,1,1,原生中文,原生中文,1,1,1
薄桜鬼 真改,日本原創,1,薄桜鬼 真改,薄桜鬼 真改,薄櫻鬼 真改,薄桜鬼 真改,薄樱鬼 真改,0,1,1,官方譯名表,官方譯名表,1,1,1
蝶变,中國原創,2,蝶变,蝶變,,蝶变,,0,1,1,原生中文,原生中文,0,0,0
觉醒年代,中國原創,1,觉醒年代,覺醒年代,,觉醒年代,,0,1,1,原生中文,原生中文,0,0,0
記憶的星光,台灣原創,1,記憶的星光,記憶的星光,,记忆的星光,,0,1,1,原生中文,原生中文,1,1,1
貂蝉 你在想什么,中國原創,1,貂蝉，你在想什么？,貂蟬，你在想什麼？,,貂蝉，你在想什幺？,,0,1,1,原生中文,原生中文,0,0,0
跑跑殭丙仁,台灣原創,1,Zombie Run,跑跑殭丙仁,,跑跑僵丙仁,,1,1,1,原生中文,原生中文,1,1,1
路德维希二世 国王归来,德奧音樂劇,1,路德维希二世：国王归来,路德維希二世：國王歸來,路德維希二世：國王歸來,路德维希二世：国王归来,路德维希二世：国王归来,0,1,1,官方譯名表,官方譯名表,1,1,1
轟吧 全壘打,台灣原創,1,轟吧!全壘打,轟吧!全壘打,,轰吧!全垒打,,0,1,1,原生中文,原生中文,1,1,1
辛吉路的画材店,中國原創,2,辛吉路的画材店,辛吉路的畫材店,,辛吉路的画材店,,0,1,1,原生中文,原生中文,0,0,0
边城,中國原創,4,边城,邊城,,边城,,0,1,1,原生中文,原生中文,0,0,0
那個女人是誰,台灣原創,1,Ruth,那個女人是誰？,,那个女人是谁？,,1,1,1,原生中文,原生中文,1,1,1
那就返场,中國原創,1,那就返场！,那就返場！,,那就返场！,,0,1,1,原生中文,原生中文,0,0,0
邦尼帮你,中國原創,1,邦尼帮你,邦尼幫你,,邦尼帮你,,0,1,1,原生中文,原生中文,0,0,0
金童子,中國原創,1,金童子,金童子,,金童子,,0,1,1,原生中文,原生中文,0,0,0
钱氏今生,中國原創,1,钱氏今生,錢氏今生,,钱氏今生,,0,1,1,原生中文,原生中文,0,0,0
阴天,韓國原創,2,阴天,陰天,,阴天,,0,1,1,原生中文,原生中文,1,1,1
阿卡的兒歌大冒險,台灣原創,1,2026 eslite family - Aca's Adventure I.,阿卡的兒歌大冒險,,阿卡的儿歌大冒险,,1,1,1,原生中文,原生中文,1,1,1
阿尔贝罗,中國原創,1,阿尔贝罗,阿爾貝羅,,阿尔贝罗,,0,1,1,原生中文,原生中文,0,0,0
阿甯咕的爸鼻不見了,台灣原創,1,Family Musical — Where is A-Nee-Gu’s Dad?,阿甯咕的爸鼻不見了？,,阿宁咕的爸鼻不见了？,,1,1,1,原生中文,原生中文,1,1,1
青春之歌,中國原創,1,青春之歌,青春之歌,,青春之歌,,0,1,1,原生中文,原生中文,0,0,0
青瞑猴 出外讀冊拼出頭,台灣原創,1,Visually Impaired Chorus,青瞑猴，出外讀冊拼出頭,,青瞑猴，出外读册拼出头,,1,1,1,原生中文,原生中文,1,1,1
风声,中國原創,1,风声,風聲,,风声,,0,1,1,原生中文,原生中文,0,0,0
馬克斯威妖 我睡了我的面試官,台灣原創,1,Maxwell's Demon,馬克斯威妖：我睡了我的面試官,,马克斯威妖：我睡了我的面试官,,1,1,1,原生中文,原生中文,1,1,1
魔法使いの約束,日本原創,1,魔法使いの約束,魔法使いの約束,魔法使的約定,魔法使いの约束,魔法使的约定,0,1,1,官方譯名表,官方譯名表,1,1,1
黑旗令,中國原創,1,黑旗令,黑旗令,,黑旗令,,0,1,1,原生中文,原生中文,0,0,0
가족뮤지컬 사랑해져라 대구,韓國原創,1,가족뮤지컬 사랑해져라 - 대구,가족뮤지컬 사랑해져라 - 대구,,가족뮤지컬 사랑해져라 - 대구,,0,0,0,—,—,0,0,0
그날들 용인,韓國原創,1,그날들 - 용인,그날들 - 용인,,그날들 - 용인,,0,0,0,—,—,0,0,0
그날들 이천,韓國原創,1,그날들 - 이천,그날들 - 이천,,그날들 - 이천,,0,0,0,—,—,0,0,0
긴긴밤 부산,韓國原創,1,긴긴밤 - 부산,긴긴밤 - 부산,,긴긴밤 - 부산,,0,0,0,—,—,0,0,0
김종욱 찾기,韓國原創,1,김종욱 찾기,김종욱 찾기,,김종욱 찾기,,0,0,0,—,—,0,0,0
나의 첫사랑 레시피 대전,韓國原創,1,나의 첫사랑 레시피 - 대전,나의 첫사랑 레시피 - 대전,,나의 첫사랑 레시피 - 대전,,0,0,0,—,—,0,0,0
놐놐놐,韓國原創,1,놐놐놐,놐놐놐,,놐놐놐,,0,0,0,—,—,0,0,0
늦은 봄날,韓國原創,1,늦은 봄날,늦은 봄날,,늦은 봄날,,0,0,0,—,—,0,0,0
달콤한 위로 초코파이,韓國原創,1,달콤한 위로 초코파이,달콤한 위로 초코파이,,달콤한 위로 초코파이,,0,0,0,—,—,0,0,0
런던레코드,韓國原創,1,런던레코드,런던레코드,,런던레코드,,0,0,0,—,—,0,0,0
만천명월 격쟁을 허하라 화성,韓國原創,1,만천명월 격쟁을 허하라 - 화성,만천명월 격쟁을 허하라 - 화성,,만천명월 격쟁을 허하라 - 화성,,0,0,0,—,—,0,0,0
말하지 못한 사랑 대전,韓國原創,1,말하지 못한 사랑 - 대전,말하지 못한 사랑 - 대전,,말하지 못한 사랑 - 대전,,0,0,0,—,—,0,0,0
무대는 내 친구 시즌8 어린이 창작 뮤지컬 키사를 찾아서 군포,韓國原創,1,무대는 내 친구 시즌8 어린이 창작 뮤지컬 「키사를 찾아서」 - 군포,무대는 내 친구 시즌8 어린이 창작 뮤지컬 「키사를 찾아서」 - 군포,,무대는 내 친구 시즌8 어린이 창작 뮤지컬 「키사를 찾아서」 - 군포,,0,0,0,—,—,0,0,0
물속의 달 오필리어 대전,韓國原創,1,물속의 달 - 오필리어 (대전,물속의 달 - 오필리어 (대전,,물속의 달 - 오필리어 (대전,,0,0,0,—,—,0,0,0
미디어아트 뮤지컬 파랑새 용인,韓國原創,1,미디어아트 뮤지컬 파랑새 - 용인,미디어아트 뮤지컬 파랑새 - 용인,,미디어아트 뮤지컬 파랑새 - 용인,,0,0,0,—,—,0,0,0
바람으로의 여행,韓國原創,1,바람으로의 여행,바람으로의 여행,,바람으로의 여행,,0,0,0,—,—,0,0,0
벚꽃동산 하얀 집,韓國原創,1,"벚꽃동산, 하얀 집","벚꽃동산, 하얀 집",,"벚꽃동산, 하얀 집",,0,0,0,—,—,0,0,0
빨래 하남,韓國原創,1,빨래 - 하남,빨래 - 하남,,빨래 - 하남,,0,0,0,—,—,0,0,0
사랑을 노래하다 창원,韓國原創,1,사랑을 노래하다 - 창원,사랑을 노래하다 - 창원,,사랑을 노래하다 - 창원,,0,0,0,—,—,0,0,0
생텍쥐페리 인천,韓國原創,1,생텍쥐페리 - 인천,생텍쥐페리 - 인천,,생텍쥐페리 - 인천,,0,0,0,—,—,0,0,0
쇼뮤지컬 드림하이 공주,韓國原創,1,쇼뮤지컬 드림하이 - 공주,쇼뮤지컬 드림하이 - 공주,,쇼뮤지컬 드림하이 - 공주,,0,0,0,—,—,0,0,0
썸데이 용인,韓國原創,1,썸데이 - 용인,썸데이 - 용인,,썸데이 - 용인,,0,0,0,—,—,0,0,0
썸데이 청주,韓國原創,1,썸데이［청주］,썸데이［청주］,,썸데이［청주］,,0,0,0,—,—,0,0,0
오셀로와 이아고,韓國原創,1,오셀로와 이아고,오셀로와 이아고,,오셀로와 이아고,,0,0,0,—,—,0,0,0
음악극 소요유,韓國原創,1,음악극 소요유,음악극 소요유,,음악극 소요유,,0,0,0,—,—,0,0,0
이머시브 뮤지컬 좀비,韓國原創,1,이머시브 뮤지컬 좀비,이머시브 뮤지컬 좀비,,이머시브 뮤지컬 좀비,,0,0,0,—,—,0,0,0
인사이드 미 대전,韓國原創,1,인사이드 미 (대전,인사이드 미 (대전,,인사이드 미 (대전,,0,0,0,—,—,0,0,0
제물포문화재단 창작뮤지컬 켈로 인천,韓國原創,1,제물포문화재단 창작뮤지컬 켈로 - 인천,제물포문화재단 창작뮤지컬 켈로 - 인천,,제물포문화재단 창작뮤지컬 켈로 - 인천,,0,0,0,—,—,0,0,0
조선셰프 한상궁 전주비빔밥 그 맛의 완성 전주,韓國原創,1,조선셰프 한상궁 전주비빔밥 그 맛의 완성 - 전주,조선셰프 한상궁 전주비빔밥 그 맛의 완성 - 전주,,조선셰프 한상궁 전주비빔밥 그 맛의 완성 - 전주,,0,0,0,—,—,0,0,0
창작 뮤지컬 늦봄의 길 안성,韓國原創,1,창작 뮤지컬 늦봄의 길 - 안성,창작 뮤지컬 늦봄의 길 - 안성,,창작 뮤지컬 늦봄의 길 - 안성,,0,0,0,—,—,0,0,0
청주 세종 뮤지컬 베어만 마지막잎새,韓國原創,1,"［청주,세종］뮤지컬 베어만 : 마지막잎새","［청주,세종］뮤지컬 베어만 : 마지막잎새",,"［청주,세종］뮤지컬 베어만 : 마지막잎새",,0,0,0,—,—,0,0,0
청주 세종 뮤지컬 빌의구둣방,韓國原創,1,"［청주,세종］뮤지컬 빌의구둣방","［청주,세종］뮤지컬 빌의구둣방",,"［청주,세종］뮤지컬 빌의구둣방",,0,0,0,—,—,0,0,0
충분한 이별,韓國原創,1,충분한 이별,충분한 이별,,충분한 이별,,0,0,0,—,—,0,0,0
크리스마스 캐럴,韓國原創,1,크리스마스 캐럴,크리스마스 캐럴,,크리스마스 캐럴,,0,0,0,—,—,0,0,0
판타지 뮤지컬 오싹한 알바 부산,韓國原創,1,판타지 뮤지컬 오싹한 알바 - 부산,판타지 뮤지컬 오싹한 알바 - 부산,,판타지 뮤지컬 오싹한 알바 - 부산,,0,0,0,—,—,0,0,0
팬레터 울산,韓國原創,1,팬레터 - 울산,팬레터 - 울산,,팬레터 - 울산,,0,0,0,—,—,0,0,0
푸른 꽃,韓國原創,1,푸른 꽃,푸른 꽃,,푸른 꽃,,0,0,0,—,—,0,0,0
헤어드레서 포천,韓國原創,1,헤어드레서 - 포천,헤어드레서 - 포천,,헤어드레서 - 포천,,0,0,0,—,—,0,0,0
